marca,descripcion,calificacion,total_calificadores,precio,categoria,tipo_piel,zona_aplicacion
Collistar,Attivi Puri Crema Salicílico + Niacinamida,--stars:5.00,(1),49.00,Tratamientos especificos,Mixta,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,Mixta,Rostro
Guerlain,Orchidée Impériale Brightening Escudo Protector UV Global,,,160.35,Tratamientos especificos,Mixta,Rostro
La Mer,The Radiant Skintints SPF30 Hidratante Facial con Color,,,110.00,Tratamientos especificos,Mixta,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,Mixta,Cuello
Clarins,Calm Essentiel Gel Anti Rojeces,--stars:4.00,(2),42.50,Tratamientos especificos,Delicadas,Rostro
Collistar,Lift HD + Ampollas Efecto Lifting,,,45.00,Tratamientos especificos,Apagadas,Rostro
Helena Rubinstein,Prodigy Cellglow the Sheer Rosy UV Fluid Crema Iluminadora Ligera Anti-UV,--stars:5.00,(1),122.00,Tratamientos especificos,Apagadas,Rostro
Kiehl's,Ultra Facial Cleanser Limpiador Facial,--stars:4.95,(22),23.00,limpiadoras tonicos,Sensible,Rostro
Clarins,Cleansing Micellar Water Agua Micelar Desmaquillante,--stars:4.83,(6),30.25,limpiadoras tonicos,Sensible,Rostro
Clarins,Soothing Toning Lotion Loción Reconfortante Piel muy seca o sensible,--stars:4.83,(6),30.25,limpiadoras tonicos,Sensible,Rostro
Clarins,Loción Tónica Calmante Piel muy seca o piel sensible,--stars:5.00,(2),44.50,limpiadoras tonicos,Sensible,Rostro
Clarins,Recarga Loción Tónica Calmante Piel muy seca o piel sensible,--stars:5.00,(1),40.50,limpiadoras tonicos,Sensible,Rostro
Anne Moller,Clean Up Agua Micelar Limpiadora,--stars:4.75,(4),28.00,limpiadoras tonicos,Sensible,Rostro
Biotherm,Biosource Agua Micelar Piel Sensible,--stars:4.88,(8),33.00,limpiadoras tonicos,Sensible,Rostro
Dr.Jart+,Pore Remedy Espuma Limpiadora Renovadora,,,26.00,limpiadoras tonicos,Sensible,Rostro
Collistar,Loción Tonificante Antiedad,,,31.00,limpiadoras tonicos,Sensible,Rostro
It Cosmetics,Confidence Limpiador Facial con Sérum Hidratante,--stars:4.80,(5),36.83,limpiadoras tonicos,Sensible,Rostro
Sisley,Eau Efficace Demaquillant Doux Desmaquillante,,,124.00,limpiadoras tonicos,Sensible,Rostro
MAC,Aceite Limpiador Hyper Fresh Canvas Cleansing Oil,--stars:5.00,(1),58.00,limpiadoras tonicos,Sensible,Rostro
Dr.Jart+,Cicapair Espuma Limpiadora,,,29.00,limpiadoras tonicos,Sensible,Rostro
Sisley,Lyslait Desmaquillant Leche Limpiadora,--stars:4.00,(1),118.00,limpiadoras tonicos,Sensible,Rostro
Inglot,Limpiador Facial Lab Soft & Smooth Face Cleanser,,,19.99,limpiadoras tonicos,Sensible,Rostro
Sisley,Masque Givre Au Tilleul Mascarilla Piel sensible,,,129.00,limpiadoras tonicos,Sensible,Rostro
Helena Rubinstein,Pure Ritual Care-In-Milk Leche Desmaquillante,--stars:5.00,(2),103.00,limpiadoras tonicos,Sensible,Rostro
Kiehl's,Cucumber Herbal Alcohol-Free Toner Tónico Facial de Pepino,--stars:5.00,(1),28.00,limpiadoras tonicos,Sensible,Rostro
Clarins,Cleansing Micellar Water Agua Micelar Desmaquillante,--stars:4.83,(6),30.25,limpiadoras tonicos,Sensible,Ojos
Biotherm,Biocils Desmaquillante Waterproof,--stars:4.91,(22),30.00,limpiadoras tonicos,Sensible,Ojos
Sisley,Eau Efficace Demaquillant Doux Desmaquillante,,,124.00,limpiadoras tonicos,Sensible,Ojos
MAC,Aceite Limpiador Hyper Fresh Canvas Cleansing Oil,--stars:5.00,(1),58.00,limpiadoras tonicos,Sensible,Ojos
Helena Rubinstein,All Mascaras! Desmaquillante Ojos,--stars:4.75,(4),48.00,limpiadoras tonicos,Sensible,Ojos
Clarins,Recarga Loción Tónica Calmante Piel muy seca o piel sensible,--stars:5.00,(1),40.50,limpiadoras tonicos,Sensible,Cuello
Sisley,Masque Givre Au Tilleul Mascarilla Piel sensible,,,129.00,limpiadoras tonicos,Sensible,Cuello
Kiehl's,Rare Earth Deep Pore Daily Cleanser Limpiador Facial,--stars:5.00,(14),28.00,limpiadoras tonicos,Normal,Rostro
Lancôme,Tonique Douceur Clarte Tónico Hidratante,--stars:4.38,(8),65.00,limpiadoras tonicos,Normal,Rostro
Dr.Jart+,Cicapair Espuma Limpiadora,,,29.00,limpiadoras tonicos,Normal,Rostro
Dermalogica,Dynamic Skin Retinol Serum,,,108.95,limpiadoras tonicos,Normal,Rostro
Elizabeth Arden,Aceite limpiador revitalizante Ceramide,--stars:4.40,(10),35.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Lancôme,Tonique Confort Tónico Facial Hidratante y Reconfortante,,,45.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Clinique,Take The Day Off Mousse Limpiador Facial,,,32.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Kiehl's,Ultra Facial Toner Tónico Facial Hidratante,--stars:4.83,(6),24.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Kiehl's,Ultra Facial Cleanser Limpiador Facial,--stars:4.95,(22),23.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Clarins,Cleansing Micellar Water Agua Micelar Desmaquillante,--stars:4.83,(6),30.25,limpiadoras tonicos,Todo tipo de piel,Rostro
Clinique,Anti-Blemish Limpiador Piel con Granos,--stars:4.55,(11),33.50,limpiadoras tonicos,Todo tipo de piel,Rostro
Shiseido,Future Solution Lx Cleansing Foam,--stars:5.00,(6),109.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Anne Moller,Clean Up Agua Revitalizante en Tónico,--stars:5.00,(1),28.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Clinique,Aceite Limpiador Desmaquillante Take The Day Off,--stars:5.00,(2),43.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Clarins,Velvet Cleansing Milk Leche Desmaquillante,--stars:5.00,(3),32.50,limpiadoras tonicos,Todo tipo de piel,Rostro
Estée Lauder,Advanced Night Repair Limpiador Facial,--stars:5.00,(3),46.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Lancôme,Desmaquillante Lait Galateis Douceur,--stars:4.88,(8),65.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Clarins,Estuche Limpieza para Piel Normal-Seca,,,58.50,limpiadoras tonicos,Todo tipo de piel,Rostro
Sisley,Bálsamo Desmaquillante de Rostro,--stars:4.67,(3),116.00,limpiadoras tonicos,Todo tipo de piel,Rostro
Sensai,Silky Purifying Cleansing Oil Aceite Limpiador,--stars:5.00,(14),69.20,limpiadoras tonicos,Todo tipo de piel,Rostro
